TYPE,RC,Site,MRBTS_Id,MRBTS_Name,NRBTS_Name,NRBTS_Id,LNBTS_Name,LNBTS_Id,RNC_Name,RNC_Id,WBTS_Name,WBTS_Id,BSC_Name,BSC_Id,BCF_Name,BCF_Id,SMOD,BBMOD,RMOD_5G,RMOD_LTE,RMOD_3G,RMOD_2G,RMOD_RFS_SA,TECH_RFS_SA,creation_date
GSM SA,rc7,AA00001,,,,,,,,,,,BCORQ,359707,AA00001G100,85,BOIA,BB2F,,,,TSTB-1,,,7/23/24
GSM SA,rc5,AP00001,,,,,,,,,,,BASUB,374498,AP00001G100,1863,FSMF,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,AP00030,,,,,,,,,,,BASUB,374498,AP00030G100,1935,ESMA,,,,,,,,7/23/24
GSM SA,rc5,AP00047,,,,,,,,,,,BASUB,374498,AP00047G100,1983,ESMA,,,,,,,,7/23/24
GSM SA,rc5,AP00062,,,,,,,,,,,BASUB,374498,AP00062G100,2944,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,AP00073,,,,,,,,,,,BASUB,374498,AP00073G100,2061,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,AP00074,,,,,,,,,,,BASUB,374498,AP00074G100,2067,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,AP00076,,,,,,,,,,,BASUB,374498,AP00076G100,2079,ESMA,,,,,,,,7/23/24
GSM SA,rc5,AP00077,,,,,,,,,,,BASUB,374498,AP00077G100,2085,ESMA,,,,,,,,7/23/24
GSM SA,rc5,AP00088,,,,,,,,,,,BASUB,374498,AP00088G100,2115,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,AP00091,,,,,,,,,,,BASUB,374498,AP00091G100,2121,ESMA,,,,,,,,7/23/24
GSM SA,rc5,AP00092,,,,,,,,,,,BASUB,374498,AP00092G100,2127,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,AP00128,,,,,,,,,,,BASUB,374498,AP00128G100,2187,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,AP00144,,,,,,,,,,,BASUB,374498,AP00144G100,2217,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,AP00167,,,,,,,,,,,BASUB,374498,AP00167G100,2229,ESMC,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,AP00184,,,,,,,,,,,BASUB,374498,AP00184G100,2241,ESMC,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,AP00200,,,,,,,,,,,BASUB,374498,AP00200G100,2265,ESMC,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,AS00062,,,,,,,,,,,BASUB,374498,AS00062G100,1418,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,AS00109,,,,,,,,,,,BASUB,374498,AS00109G100,2660,ESMA,,,,,,,,7/23/24
GSM SA,rc5,AS00113,,,,,,,,,,,BASUB,374498,AS00113G100,2666,ESMB,,,,,,,,7/23/24
GSM SA,rc5,AS00177,,,,,,,,,,,BASUB,374498,AS00177G100,2684,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,AS00919,,,,,,,,,,,BASUB,374498,AS00919G100,2690,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc7,ATP0003,,,,,,,,,,,BCORO,403162,ATP0003G100,2051,,,,,,,,,7/23/24
GSM SA,rc5,BA00059,,,,,,,,,,,BTRE4,370987,BA00059G100,169,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,BA00101,,,,,,,,,,,BROS9,364043,BA00101G100,850,ESMA,,,,,,,,7/23/24
GSM SA,rc5,BA00101,,,,,,,,,,,BROS9,364043,BA00101G100,845,,,,,,,,,7/23/24
GSM SA,rc5,BA00166,,,,,,,,,,,BMAR8,364042,BA00166G100,721,BOIA,BB2E+BB2E+BB2F,,,,TSTB-2/TSTB-3/TSTB-4/TSTB-5,,,7/23/24
GSM SA,rc5,BA00277,,,,,,,,,,,BMAR8,364042,BA00277G100,61,BOIA,BB2E+BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5,,,7/23/24
GSM SA,rc5,BA00364,,,,,,,,,,,BTRE4,370987,BA00364G100,178,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc5,BA00366,,,,,,,,,,,BTRE4,370987,BA00366G100,253,,,,,,,,,7/23/24
GSM SA,rc5,BA00395,,,,,,,,,,,BTRE4,370987,BA00395G100,191,BOIA,BB2F+BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5/TSTB-6,,,7/23/24
GSM SA,rc5,BA00453,,,,,,,,,,,BROS9,364043,BA00453G100,173,BOIA,BB2F+BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5,,,7/23/24
GSM SA,rc8,BA00796,,,,,,,,,,,BJONN,374651,BA00796G100,155,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,BA00830,,,,,,,,,,,BTRE4,370987,BA00830G100,199,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,BA00853,,,,,,,,,,,BMAR8,364042,BA00853G100,197,BOIA,BB2F+BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5,,,7/23/24
GSM SA,rc8,BA00926,,,,,,,,,,,BJONN,374651,BA00926G100,168,,,,,,,,,7/23/24
GSM SA,rc8,BAR0002,,,,,,,,,,,BJONN,374651,BAR0002G100,181,ESMA,,,,,,,,7/23/24
GSM SA,rc8,BAR0016,,,,,,,,,,,BJONN,374651,BAR0016G100,187,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-3,,,7/23/24
GSM SA,rc5,BO00002,,,,,,,,,,,BASUB,374498,BO00002G100,1413,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,BT00E,,,,,,,,,,,BNEUD,403166,BT00ESTIP,1001,,,,,,,,,7/23/24
GSM SA,rc7,BT00S,,,,,,,,,,,BSANA,242588,BT00STEST,999,,,,,,,,,7/23/24
GSM SA,rc5,CB00024,,,,,,,,,,,BTRE4,370987,CB00024G100,260,,,,,,,,,7/23/24
GSM SA,rc7,CB00031,,,,,,,,,,,BCORQ,359707,CB00031G100,571,BOIA,BB2E,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc5,CB00047,,,,,,,,,,,BTRE4,370987,CB00047G100,236,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,CB00052,,,,,,,,,,,BTRE4,370987,CB00052G100,248,,,,,,,,,7/23/24
GSM SA,rc5,CB00071,,,,,,,,,,,BTRE4,370987,CB00071G100,218,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc8,CF00254,,,,,,,,,,,BJONN,374651,CF00254G100,1750,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc8,CF00404,,,,,,,,,,,BJONN,374651,CF00404G100,1478,,,,,,,,,7/23/24
GSM SA,rc8,CF00409,,,,,,,,,,,BJONN,374651,CF00409G100,220,,,,,,,,,7/23/24
GSM SA,rc8,CF00421,,,,,,,,,,,BJONN,374651,CF00421G100,224,,,,,,,,,7/23/24
GSM SA,rc8,CF00682,,,,,,,,,,,BSAL3,403163,CF00682G100,1285,,,,,,,,,7/23/24
GSM SA,rc8,CF00703,,,,,,,,,,,BJONN,374651,CF00703G100,100,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc8,CF01296,,,,,,,,,,,BJONN,374651,CF01296G100,114,BOIA,BB2F+BB2F+BB2F+BB2F+BB2F+BB2F,,,,,,,7/23/24
GSM SA,rc8,CF01481,,,,,,,,,,,BJONN,374651,CF01481G100,1397,,,,,,,,,7/23/24
GSM SA,rc8,CF01530,,,,,,,,,,,BJONN,374651,CF01530G100,243,BOIA,BB2F+BB2F+BB2F+BB2F+BB2F+BB2F,,,,,,,7/23/24
GSM SA,rc8,CF01775,,,,,,,,,,,BJONN,374651,CF01775G100,249,ESMA,,,,,,,,7/23/24
GSM SA,rc8,CF02183,,,,,,,,,,,BJONN,374651,CF02183G100,120,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc8,CF02309,,,,,,,,,,,BJONN,374651,CF02309G100,528,ESMA,,,,,,,,7/23/24
GSM SA,rc8,CF02313,,,,,,,,,,,BJONN,374651,CF02313G100,288,ESMA,,,,,,,,7/23/24
GSM SA,rc8,CF02346,,,,,,,,,,,BJONN,374651,CF02346G100,315,BOIA,BB2F+BB2F+BB2F+BB2F+BB2F+BB2F,,,,,,,7/23/24
GSM SA,rc8,CF02867,,,,,,,,,,,BJONN,374651,CF02867G100,357,ESMA,,,,,,,,7/23/24
GSM SA,rc8,CF02903,,,,,,,,,,,BJONN,374651,CF02903G100,1120,ESMA,,,,,,,,7/23/24
GSM SA,rc8,CF02905,,,,,,,,,,,BJONN,374651,CF02905G100,369,ESMA,,,,,,,,7/23/24
GSM SA,rc8,CF02906,,,,,,,,,,,BJONN,374651,CF02906G100,1654,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc8,CF02938,,,,,,,,,,,BJONN,374651,CF02938G100,373,ESMA,,,,,,,,7/23/24
GSM SA,rc8,CF02941,,,,,,,,,,,BJONN,374651,CF02941G100,1039,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc8,CF03121,,,,,,,,,,,BJONN,374651,CF03121G100,391,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc8,CF03408,,,,,,,,,,,BJONO,405953,CF03408G100,1329,,,,,,,,,7/23/24
GSM SA,rc8,CF03409,,,,,,,,,,,BJONN,374651,CF03409G100,411,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,CG00005,,,,,,,,,,,BASUB,374498,CG00005G100,2289,ESMA,,,,,,,,7/23/24
GSM SA,rc5,CG00017,,,,,,,,,,,BASUB,374498,CG00017G100,2319,ESMA,,,,,,,,7/23/24
GSM SA,rc5,CG00022,,,,,,,,,,,BASUB,374498,CG00022G100,2325,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,CG00023,,,,,,,,,,,BASUB,374498,CG00023G100,1881,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,CG00051,,,,,,,,,,,BASUB,374498,CG00051G100,2367,ESMC,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,CG00059,,,,,,,,,,,BASUB,374498,CG00059G100,2397,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,CG00060,,,,,,,,,,,BASUB,374498,CG00060G100,2403,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,CG00068,,,,,,,,,,,BASUB,374498,CG00068G100,2421,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc7,CH00071,,,,,,,,,,,BCORQ,359707,CH00071G100,210,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,CH00121,,,,,,,,,,,BROS9,364043,CH00121G100,121,,,,,,,,,7/23/24
GSM SA,rc5,CI00007,,,,,,,,,,,BASUB,374498,CI00007G100,2439,,,,,,,,,7/23/24
GSM SA,rc7,CL00037,,,,,,,,,,,BMONA,333747,CL00037G100,654,ESMA,,,,,,,,7/23/24
GSM SA,rc5,CN00094,,,,,,,,,,,BASUB,374498,CN00094G100,156,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,CN00245,,,,,,,,,,,BASUB,374498,CN00245G100,183,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,CN00262,,,,,,,,,,,BASUB,374498,CN00262G100,189,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,CN00273,,,,,,,,,,,BASUB,374498,CN00273G100,214,ESMC,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,CN00274,,,,,,,,,,,BASUB,374498,CN00274G100,240,ESMC,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,CO00019,,,,,,,,,,,BMAR8,364042,CO00019G100,249,BOIA,BB2E+BB2F,,,,TSTB-3/TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc7,CO00182,,,,,,,,,,,BCORQ,359707,CO00182G100,91,,,,,,,,,7/23/24
GSM SA,rc7,CO00753,,,,,,,,,,,BCORQ,359707,CO00753G100,106,,,,,,,,,7/23/24
GSM SA,rc5,COW0006,,,,,,,,,,,BNEUE,397218,COW0006G100,379,,,,,,,,,7/23/24
GSM SA,rc5,CR00095,,,,,,,,,,,BROS9,364043,CR00095G100,220,,,,,,,,,7/23/24
GSM SA,rc5,CR00216,,,,,,,,,,,BROS9,364043,CR00216G100,229,,,,,,,,,7/23/24
GSM SA,rc7,CT00021,,,,,,,,,,,BCORQ,359707,CT00021G100,215,BOIA,BB2F+BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-7/TSTB-8/TSTB-9,,,7/23/24
GSM SA,rc7,CT00021,,,,,,,,,,,BCORQ,359707,CT00021G100,214,,,,,,,,,7/23/24
GSM SA,rc7,CT00035,,,,,,,,,,,BCORQ,359707,CT00035G100,220,BOIA,BB2E+BB2E+BB2F+BB2F+BB2F,,,,TSTB-10/TSTB-11/TSTB-1/TSTB-2/TSTB-5/TSTB-6/TSTB-7/TSTB-9,,,7/23/24
GSM SA,rc7,CT00042,,,,,,,,,,,BCORQ,359707,CT00042G100,226,,,,,,,,,7/23/24
GSM SA,rc7,CT00070,,,,,,,,,,,BCORQ,359707,CT00070G100,231,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc7,CT00081,,,,,,,,,,,BCORQ,359707,CT00081G100,601,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc7,CT00137,,,,,,,,,,,BCORQ,359707,CT00137G100,235,,,,,,,,,7/23/24
GSM SA,rc5,CZ00010,,,,,,,,,,,BASUB,374498,CZ00010G100,876,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,ER00065,,,,,,,,,,,BROS9,364043,ER00065G100,514,ESMA,,,,,,,,7/23/24
GSM SA,rc5,ER00067,,,,,,,,,,,BROS9,364043,ER00067G100,191,ESMA,,,,,,,,7/23/24
GSM SA,rc5,ER00231,,,,,,,,,,,BROS9,364043,ER00231G100,149,ESMA,,,,,,,,7/23/24
GSM SA,rc5,IT00006,,,,,,,,,,,BASUB,374498,IT00006G100,798,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,IT00018,,,,,,,,,,,BASUB,374498,IT00018G100,786,,,,,,,,,7/23/24
GSM SA,rc5,IT00056,,,,,,,,,,,BASUB,374498,IT00056G100,548,ESMA,,,,,,,,7/23/24
GSM SA,rc5,IT00057,,,,,,,,,,,BASUB,374498,IT00057G100,714,ESMA,,,,,,,,7/23/24
GSM SA,rc5,IT00060,,,,,,,,,,,BASUB,374498,IT00060G100,906,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,IT00069,,,,,,,,,,,BASUB,374498,IT00069G100,612,,,,,,,,,7/23/24
GSM SA,rc5,IT00072,,,,,,,,,,,BASUB,374498,IT00072G100,918,,,,,,,,,7/23/24
GSM SA,rc5,IT00079,,,,,,,,,,,BASUB,374498,IT00079G100,666,ESMA,,,,,,,,7/23/24
GSM SA,rc5,IT00089,,,,,,,,,,,BASUB,374498,IT00089G100,942,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,IT00096,,,,,,,,,,,BASUB,374498,IT00096G100,570,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,IT00109,,,,,,,,,,,BASUB,374498,IT00109G100,966,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,IT00182,,,,,,,,,,,BASUB,374498,IT00182G100,696,ESMA,,,,,,,,7/23/24
GSM SA,rc5,IT00188,,,,,,,,,,,BASUB,374498,IT00188G100,1116,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc7,JU00078,,,,,,,,,,,BCORQ,359707,JU00078G100,245,BOIA,BB2F+BB2F+BB2F+BB2F+BB2F,,,,TSTB-9/TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc7,ME00064,,,,,,,,,,,BCORQ,359707,ME00064G100,140,,,,,,,,,7/23/24
GSM SA,rc7,ME00101,,,,,,,,,,,BCORQ,359707,ME00101G100,144,,,,,,,,,7/23/24
GSM SA,rc7,ME00122,,,,,,,,,,,BCORQ,359707,ME00122G100,149,,,,,,,,,7/23/24
GSM SA,rc7,ME00158,,,,,,,,,,,BCORQ,359707,ME00158G100,153,,,,,,,,,7/23/24
GSM SA,rc7,ME00159,,,,,,,,,,,BCORQ,359707,ME00159G100,157,,,,,,,,,7/23/24
GSM SA,rc7,ME00265,,,,,,,,,,,BCORQ,359707,ME00265G100,161,,,,,,,,,7/23/24
GSM SA,rc7,ME00368,,,,,,,,,,,BCORQ,359707,ME00368G100,457,,,,,,,,,7/23/24
GSM SA,rc7,ME00377,,,,,,,,,,,BCORQ,359707,ME00377G100,439,,,,,,,,,7/23/24
GSM SA,rc7,MER0001,,,,,,,,,,,BCORQ,359707,MER0001G100,181,,,,,,,,,7/23/24
GSM SA,rc7,MER0001,,,,,,,,,,,BCORQ,359707,MER0001G100,179,,,,,,,,,7/23/24
GSM SA,rc7,MI00022,,,,,,,,,,,BCRR9,403173,MI00022G100,2162,,,,,,,,,7/23/24
GSM SA,rc5,MI00029,,,,,,,,,,,BROS9,364043,MI00029G100,379,,,,,,,,,7/23/24
GSM SA,rc5,MI00048,,,,,,,,,,,BROS9,364043,MI00048G100,389,,,,,,,,,7/23/24
GSM SA,rc5,MS00012,,,,,,,,,,,BASUB,374498,MS00012G100,1056,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,NQ00021,,,,,,,,,,,BNEUE,397218,NQ00021G100,421,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,NQ00025,,,,,,,,,,,BNEUE,397218,NQ00025G100,427,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,NQ00034,,,,,,,,,,,BNEUE,397218,NQ00034G100,445,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,NQ00040,,,,,,,,,,,BNEUE,397218,NQ00040G100,451,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,NQ00042,,,,,,,,,,,BNEUE,397218,NQ00042G100,463,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,NQ00046,,,,,,,,,,,BNEUE,397218,NQ00046G100,481,BOIA,BB2F+BB2F+BB2F,,,,TSTB-2/TSTB-1/TSTB-3/TSTB-5/TSTB-6,,,7/23/24
GSM SA,rc5,NQ00047,,,,,,,,,,,BNEUE,397218,NQ00047G100,487,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,NQ00048,,,,,,,,,,,BNEUE,397218,NQ00048G100,493,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,NQ00049,,,,,,,,,,,BNEUE,397218,NQ00049G100,499,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,NQ00057,,,,,,,,,,,BNEUE,397218,NQ00057G100,523,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,NQ00082,,,,,,,,,,,BNEUE,397218,NQ00082G100,553,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc5,NQ00089,,,,,,,,,,,BNEUE,397218,NQ00089G100,559,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,NQ00092,,,,,,,,,,,BNEUE,397218,NQ00092G100,571,,,,,,,,,7/23/24
GSM SA,rc5,PA00104,,,,,,,,,,,BMAR8,364042,PA00104G100,422,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc5,PA00204,,,,,,,,,,,BMARA,403164,PA00204G100,1615,,,,,,,,,7/23/24
GSM SA,rc5,PH00007,,,,,,,,,,,BASUB,374498,PH00007G100,1634,,,,,,,,,7/23/24
GSM SA,rc5,PH00012,,,,,,,,,,,BASUB,374498,PH00012G100,1646,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc5,PH00026,,,,,,,,,,,BASUB,374498,PH00026G100,166,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,PH00027,,,,,,,,,,,BASUB,374498,PH00027G100,1664,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,PH00043,,,,,,,,,,,BASUB,374498,PH00043G100,1670,ESMB,,,,,FXFC-0,,,7/23/24
GSM SA,rc7,PRO0003,,,,,,,,,,,BMONB,376413,PRO0003G100,2229,,,,,,,,,7/23/24
GSM SA,rc7,PRO02,,,,,,,,,,,BMONB,376413,PRO02G100,2228,,,,,,,,,7/23/24
GSM SA,rc7,PRU0004,,,,,,,,,,,BSANA,242588,PRU0004G100,1072,,,,,,,,,7/23/24
GSM SA,rc5,PRU0004,,,,,,,,,,,BNEUE,397218,PRU0004G100,1072,,,,,,,,,7/23/24
GSM SA,rc7,PRU05,,,,,,,,,,,BCORP,405957,PRU05G100,134,,,,,,,,,7/23/24
GSM SA,rc7,PRU07,,,,,,,,,,,BCORO,403162,PRU07G100,205,,,,,,,,,7/23/24
GSM SA,rc8,PRU07,,,,,,,,,,,BJONN,374651,PRU07G100,2500,,,,,,,,,7/23/24
GSM SA,rc8,PRU07,,,,,,,,,,,BJONN,374651,PRU07G200,2506,,,,,,,,,7/23/24
GSM SA,rc5,PRU07,,,,,,,,,,,BMENJ,403168,PRU07G100,205,,,,,,,,,7/23/24
GSM SA,rc7,PRU09,,,,,,,,,,,BCORO,403162,PRU09G100,241,,,,,,,,,7/23/24
GSM SA,rc7,RJ00012,,,,,,,,,,,BCORQ,359707,RJ00012G100,125,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-5/TSTB-6,,,7/23/24
GSM SA,rc7,RJ00038,,,,,,,,,,,BCORQ,359707,RJ00038G100,130,BOIA,BB2E,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc5,RN00006,,,,,,,,,,,BNEUE,397218,RN00006G100,613,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,RN00044,,,,,,,,,,,BNEUE,397218,RN00044G100,298,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,RN00206,,,,,,,,,,,BNEUD,403166,RN00206G100,781,,,,,,,,,7/23/24
GSM SA,rc7,RO00034,,,,,,,,,,,BMONB,376413,RO00034G100,2679,ESMB,,,,,FXFA-0,,,7/23/24
GSM SA,rc5,SC00005,,,,,,,,,,,BTRE4,370987,SC00005G100,184,BOIA,BB2F+BB2F+BB2F+BB2F,,,,TSTB-4/TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,SC00005,,,,,,,,,,,BTRE4,370987,SC00005G100,308,BOIA,BB2E+BB2E+BB2F+BB2F+BB2F+BB2F,,,,TSTB-4/TSTB-5/TSTB-6/TSTB-1/TSTB-2/TSTB-3,,,7/23/24
GSM SA,rc5,SC00005,,,,,,,,,,,BTRE4,370987,SC00005G100,330,BOIA,BB2E+BB2F+BB2F+BB2F+BB2F+BB2F,,,,TSTB-10/TSTB-11/TSTB-12/TSTB-5/TSTB-6/TSTB-7/TSTB-8/TSTB-9/TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,SC00008,,,,,,,,,,,BTRE4,370987,SC00008G100,4,BOIA,BB2F+BB2F+BB2F+BB2F+BB2F+BB2F,,,,TSTB-12/TSTB-10/TSTB-11/TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5/TSTB-6/TSTB-7/TSTB-8/TSTB-9,,,7/23/24
GSM SA,rc5,SC00018,,,,,,,,,,,BTRE4,370987,SC00018G100,206,BOIA,BB2E+BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5,,,7/23/24
GSM SA,rc5,SC00021,,,,,,,,,,,BTRE4,370987,SC00021G100,326,BOIA,BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,SC00023,,,,,,,,,,,BTRE4,370987,SC00023G100,421,BOIA,BB2E+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4,,,7/23/24
GSM SA,rc5,SC00029,,,,,,,,,,,BTRE4,370987,SC00029G100,212,,,,,,,,,7/23/24
GSM SA,rc5,SC00041,,,,,,,,,,,BTRE4,370987,SC00041G100,396,BOIA,BB2F+BB2F+BB2F+BB2F+BB2F+BB2F,,,,TSTB-10/TSTB-11/TSTB-12/TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5/TSTB-6/TSTB-7/TSTB-8/TSTB-9,,,7/23/24
GSM SA,rc5,SC00062,,,,,,,,,,,BTRE4,370987,SC00062G100,146,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc5,SC00079,,,,,,,,,,,BTRE4,370987,SC00079G100,375,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc7,SE00049,,,,,,,,,,,BCORQ,359707,SE00049G100,256,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc7,SE00105,,,,,,,,,,,BCORQ,359707,SE00105G100,282,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc7,SE00106,,,,,,,,,,,BCORQ,359707,SE00106G100,337,,,,,,,,,7/23/24
GSM SA,rc7,SE00107,,,,,,,,,,,BCORQ,359707,SE00107G100,286,BOIA,BB2F,,,,TSTB-1/TSTB-2,,,7/23/24
GSM SA,rc5,SF00131,,,,,,,,,,,BROS9,364043,SF00131G100,487,,,,,,,,,7/23/24
GSM SA,rc7,SF00233,,,,,,,,,,,BCRR9,403173,SF00233G100,2142,,,,,,,,,7/23/24
GSM SA,rc5,SF00394,,,,,,,,,,,BROS9,364043,SF00394G100,428,BOIA,BB2F+BB2F+BB2F+BB2F+BB2F+BB2F,,,,TSTB-12/TSTB-10/TSTB-11/TSTB-1/TSTB-2/TSTB-3/TSTB-5/TSTB-6/TSTB-7/TSTB-9,,,7/23/24
GSM SA,rc5,SF00422,,,,,,,,,,,BROS9,364043,SF00422G100,492,,,,,,,,,7/23/24
GSM SA,rc7,SJ00033,,,,,,,,,,,BCORQ,359707,SJ00033G100,421,BOIA,BB2E+BB2F+BB2F+BB2F+BB2F+BB2F,,,,TSTB-1/TSTB-2/TSTB-3/TSTB-4/TSTB-5,,,7/23/24
GSM SA,rc7,SJ00039,,,,,,,,,,,BCORQ,359707,SJ00039G100,185,,,,,,,,,7/23/24
GSM SA,rc7,SJ00051,,,,,,,,,,,BCORQ,359707,SJ00051G100,190,,,,,,,,,7/23/24
GSM SA,rc7,SJ00053,,,,,,,,,,,BCORQ,359707,SJ00053G100,194,,,,,,,,,7/23/24
